frame	cX	cY	area	minI	maxI	meanI	video
33625	367	255	129.0	111.0	158.0	10.238993710691824	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part02.mp4
33625	379	275	354.0	112.0	164.0	52.8954081632653	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part02.mp4
33625	364	311	8.5	112.0	149.0	26.736842105263158	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part02.mp4
42516	570	30	3.5	125.0	180.0	250.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42517	570	30	3.5	125.0	180.0	250.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42515	570	29	1.5	134.0	173.0	248.5	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42518	570	30	3.5	125.0	180.0	250.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42520	570	29	2.0	114.0	149.0	249.14285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42519	570	30	3.5	112.0	166.0	249.875	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42548	570	31	1.5	122.0	163.0	145.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42549	570	31	1.5	117.0	160.0	134.4	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42555	568	11	3.0	115.0	157.0	56.14285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42554	568	11	2.5	128.0	164.0	178.33333333333331	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42554	570	31	1.5	117.0	143.0	54.800000000000004	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42551	570	31	1.5	116.0	141.0	68.8	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42966	543	29	10.0	114.0	176.0	226.58823529411765	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42962	543	29	7.5	119.0	178.0	233.64285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42961	543	29	7.5	121.0	178.0	239.42857142857142	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42959	543	29	3.5	112.0	151.0	129.875	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42963	543	29	7.5	119.0	178.0	233.64285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42964	543	29	7.5	119.0	178.0	233.64285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42960	543	28	2.5	122.0	174.0	213.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42965	543	29	10.0	114.0	176.0	226.58823529411765	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42973	542	30	3.5	118.0	179.0	251.1111111111111	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42971	542	29	4.0	120.0	177.0	252.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42970	542	30	2.5	135.0	177.0	250.375	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42969	542	29	5.0	114.0	176.0	248.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42968	542	30	6.5	128.0	179.0	230.46153846153848	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42972	542	30	3.5	118.0	179.0	251.1111111111111	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42967	542	30	7.5	128.0	177.0	215.85714285714283	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42975	542	29	2.0	122.0	177.0	250.5	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42978	542	29	2.0	123.0	176.0	225.83333333333331	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42979	542	29	1.5	134.0	177.0	220.60000000000002	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42976	542	29	2.0	122.0	177.0	250.5	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
42977	542	29	2.0	123.0	176.0	225.83333333333331	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43234	512	25	4.0	117.0	178.0	252.70000000000002	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43235	512	26	6.5	111.0	172.0	236.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43233	512	25	4.0	117.0	177.0	240.8	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43238	512	26	6.5	111.0	172.0	236.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43237	512	26	6.5	111.0	172.0	236.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43236	512	26	6.5	111.0	172.0	236.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43239	512	26	6.5	123.0	177.0	233.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43242	512	25	5.5	112.0	175.0	238.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43240	512	26	6.5	123.0	177.0	233.76923076923077	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43241	512	25	6.5	119.0	174.0	232.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43243	512	25	5.5	112.0	171.0	233.23076923076925	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43246	512	25	4.0	122.0	169.0	239.9090909090909	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43244	512	25	5.5	112.0	174.0	227.92307692307693	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43245	512	25	4.0	117.0	172.0	241.27272727272728	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43248	512	25	5.0	115.0	179.0	231.25	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43249	512	25	3.5	118.0	168.0	235.60000000000002	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43247	512	26	2.0	127.0	169.0	247.83333333333331	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43250	512	26	1.5	144.0	158.0	234.4	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
43260	512	24	2.5	135.0	158.0	254.85714285714283	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44396	36	200	3.0	121.0	162.0	128.75	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44397	36	200	3.0	117.0	148.0	148.42857142857142	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44397	27	200	14.0	125.0	179.0	237.2173913043478	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44398	36	200	2.0	122.0	146.0	145.0	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44398	26	200	15.0	112.0	179.0	243.08333333333331	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44404	27	199	7.0	128.0	179.0	235.0769230769231	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
44402	27	199	7.5	121.0	179.0	235.14285714285714	D:\AprPanama2025_fixed\041025_experimental\041025PA_experimental_part03.mp4
