frame,cX,cY,area,minI,maxI,meanI,video,time,cX_original
62292,444,49,3.0,124.0,172.0,248.88888888888889,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:49.200,764
62287,405,49,2.0,112.0,162.0,251.57142857142856,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:48.700,725
62287,444,50,10.5,125.0,179.0,252.94444444444443,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:48.700,764
62288,405,49,2.0,112.0,162.0,251.57142857142856,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:48.800,725
62288,444,50,11.5,117.0,179.0,249.68421052631575,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:48.800,764
62293,444,49,2.0,115.0,171.0,249.28571428571428,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:49.300,764
62286,444,50,13.0,117.0,223.0,246.6190476190476,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:48.600,764
62294,444,49,1.5,114.0,164.0,244.66666666666663,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:49.400,764
62304,444,46,2.0,123.0,175.0,232.8333333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:50.400,764
62303,444,46,2.0,122.0,175.0,229.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:16:50.300,764
62776,553,121,11.5,112.0,179.0,237.8947368421053,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:37.600,873
62781,552,120,9.0,113.0,179.0,247.57894736842104,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.100,872
62775,554,119,4.5,115.0,176.0,214.72727272727272,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:37.500,874
62780,552,120,16.0,120.0,179.0,251.8846153846154,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.000,872
62778,553,120,16.5,114.0,179.0,243.30769230769232,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:37.800,873
62779,553,120,16.5,114.0,179.0,243.30769230769232,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:37.900,873
62777,553,120,15.0,111.0,179.0,237.41666666666663,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:37.700,873
62785,551,118,17.5,111.0,179.0,234.9655172413793,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.500,871
62789,550,120,3.5,112.0,172.0,237.3,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.900,870
62786,551,117,8.0,124.0,169.0,242.1052631578947,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.600,871
62787,551,118,13.0,115.0,175.0,243.2083333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.700,871
62788,550,119,2.0,112.0,155.0,254.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.800,870
62784,551,120,14.0,111.0,179.0,239.8260869565217,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.400,871
62782,552,120,9.0,130.0,178.0,248.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.200,872
62783,552,119,9.0,112.0,179.0,240.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:38.300,872
62790,551,113,2.0,129.0,174.0,236.66666666666663,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:39.000,871
62805,573,199,9.0,120.0,178.0,242.4705882352941,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.500,893
62802,572,199,12.5,118.0,179.0,236.3,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.200,892
62799,572,197,11.0,132.0,179.0,246.52631578947367,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:39.900,892
62801,572,198,11.5,118.0,179.0,247.42105263157893,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.100,892
62800,573,197,10.0,114.0,179.0,243.55555555555557,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.000,893
62803,572,199,12.0,111.0,179.0,246.7619047619048,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.300,892
62804,572,199,8.0,124.0,173.0,245.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.400,892
62798,573,196,6.5,117.0,177.0,239.8333333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:39.800,893
62808,573,201,4.5,111.0,171.0,252.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.800,893
62811,573,202,5.0,122.0,169.0,179.3,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:41.100,893
62810,573,201,5.5,118.0,157.0,166.1818181818182,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:41.000,893
62807,573,200,6.0,114.0,176.0,242.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.700,893
62809,573,201,4.5,111.0,171.0,252.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.900,893
62806,573,200,6.0,114.0,176.0,242.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:17:40.600,893
63466,848,83,38.5,122.0,179.0,248.9607843137255,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.600,1168
63465,848,83,36.0,115.0,179.0,247.93617021276597,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.500,1168
63467,849,84,45.5,111.0,179.0,245.18965517241375,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.700,1169
63468,849,84,45.5,117.0,179.0,249.96610169491527,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.800,1169
63469,848,83,46.0,111.0,179.0,248.45762711864407,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.900,1168
63463,848,78,13.5,126.0,179.0,244.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.300,1168
63464,848,80,13.5,116.0,179.0,246.1818181818182,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:46.400,1168
63472,848,83,40.5,112.0,179.0,247.86792452830187,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.200,1168
63471,848,83,40.5,112.0,179.0,246.1509433962264,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.100,1168
63473,848,82,38.0,121.0,179.0,248.02,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.300,1168
63476,848,82,29.5,115.0,179.0,251.125,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.600,1168
63475,848,82,29.5,123.0,179.0,247.85,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.500,1168
63477,847,82,23.0,111.0,179.0,249.72727272727275,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.700,1167
63474,848,82,36.5,112.0,179.0,246.875,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.400,1168
63470,848,83,43.5,112.0,179.0,250.15789473684208,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.000,1168
63483,847,81,11.5,114.0,179.0,243.4736842105263,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.300,1167
63478,847,82,23.0,111.0,179.0,250.2121212121212,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.800,1167
63481,847,82,18.5,119.0,179.0,250.44444444444443,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.100,1167
63480,847,82,14.5,121.0,179.0,248.95652173913044,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.000,1167
63484,847,81,11.0,115.0,173.0,249.1052631578947,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.400,1167
63482,847,82,14.0,112.0,179.0,248.43478260869568,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.200,1167
63485,847,81,9.0,116.0,175.0,252.625,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.500,1167
63479,847,81,21.0,116.0,179.0,246.13333333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:47.900,1167
63488,846,81,4.5,124.0,170.0,250.3636363636364,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.800,1166
63490,847,81,8.0,111.0,159.0,248.2,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.000,1167
63493,846,81,5.0,117.0,176.0,243.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.300,1166
63489,847,81,11.0,120.0,175.0,248.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.900,1167
63491,846,81,3.5,119.0,178.0,238.7,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.100,1166
63487,847,81,9.0,123.0,162.0,250.4375,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.700,1167
63486,847,81,8.0,111.0,168.0,247.6,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:48.600,1167
63497,846,80,2.5,111.0,176.0,243.7142857142857,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.700,1166
63494,846,80,1.5,115.0,176.0,237.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.400,1166
63495,848,81,1.5,118.0,148.0,253.8,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:18:49.500,1168
63611,349,39,10.0,119.0,179.0,237.4705882352941,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.100,669
63612,349,39,11.0,118.0,179.0,241.05555555555557,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.200,669
63610,349,39,9.5,121.0,179.0,240.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.000,669
63608,348,39,5.0,118.0,175.0,195.7,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:00.800,668
63613,349,39,9.5,127.0,179.0,236.5625,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.300,669
63609,349,39,10.0,111.0,179.0,237.5,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:00.900,669
63615,349,39,8.5,124.0,179.0,241.4,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.500,669
63619,349,38,2.0,112.0,174.0,210.3333333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.900,669
63618,349,38,5.0,115.0,176.0,231.3,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.800,669
63616,349,39,8.5,124.0,179.0,241.4,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.600,669
63617,349,39,7.0,112.0,176.0,240.3846153846154,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.700,669
63614,349,39,9.5,127.0,179.0,236.5625,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:19:01.400,669
64545,625,187,24.0,117.0,180.0,249.45714285714288,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.500,945
64548,625,186,37.5,114.0,237.0,246.9607843137255,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.800,945
64544,625,186,16.5,121.0,179.0,247.23076923076923,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.400,945
64546,625,187,32.5,114.0,223.0,248.2,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.600,945
64543,625,180,7.0,127.0,179.0,211.84615384615387,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.300,945
64549,625,186,37.5,114.0,251.0,246.54901960784312,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.900,945
64547,625,187,34.5,114.0,223.0,246.89361702127655,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:34.700,945
64552,625,185,32.5,112.0,179.0,248.24444444444444,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.200,945
64551,625,185,36.0,118.0,191.0,248.59183673469383,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.100,945
64554,625,184,30.5,121.0,179.0,246.47727272727275,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.400,945
64557,625,182,26.0,120.0,179.0,245.35897435897436,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.700,945
64556,625,183,30.0,112.0,179.0,248.2142857142857,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.600,945
64555,625,183,31.0,111.0,179.0,248.24444444444444,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.500,945
64553,625,184,29.0,111.0,179.0,247.3809523809524,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.300,945
64550,625,186,36.0,114.0,220.0,250.16326530612244,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.000,945
64562,625,179,25.5,114.0,179.0,245.21052631578945,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.200,945
64561,625,180,25.5,114.0,179.0,245.21621621621625,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.100,945
64563,625,179,24.5,119.0,179.0,245.5675675675676,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.300,945
64564,625,178,18.5,114.0,179.0,245.7586206896552,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.400,945
64565,196,89,1.5,121.0,144.0,55.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.500,516
64565,625,177,20.5,113.0,179.0,244.53125,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.500,945
64560,624,181,25.5,114.0,179.0,250.5526315789473,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.000,944
64559,625,181,28.0,111.0,179.0,247.5609756097561,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.900,945
64558,33,97,3.0,114.0,150.0,59.57142857142857,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.800,353
64558,625,181,30.0,128.0,179.0,244.72093023255812,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:35.800,945
64572,624,172,9.0,120.0,179.0,250.52941176470588,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.200,944
64567,625,176,17.5,115.0,179.0,241.25925925925924,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.700,945
64568,625,175,15.0,112.0,179.0,239.9583333333333,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.800,945
64569,625,174,13.5,121.0,179.0,241.6818181818182,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.900,945
64571,624,173,9.0,112.0,179.0,248.76470588235293,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.100,944
64570,624,173,8.5,116.0,179.0,248.4,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.000,944
64573,624,172,8.5,116.0,179.0,251.125,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.300,944
64566,625,176,18.5,113.0,179.0,243.39285714285717,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:36.600,945
64577,617,72,2.5,116.0,153.0,133.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.700,937
64577,624,169,2.5,117.0,159.0,253.375,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.700,944
64578,624,167,3.5,119.0,179.0,254.2222222222222,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.800,944
64579,616,72,1.5,117.0,159.0,168.8,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.900,936
64579,624,166,2.0,122.0,172.0,254.66666666666663,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.900,944
64581,617,72,2.5,122.0,163.0,110.28571428571428,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.100,937
64576,617,72,1.5,122.0,133.0,50.8,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.600,937
64576,624,170,2.0,111.0,165.0,252.25,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.600,944
64580,617,72,2.5,122.0,163.0,110.28571428571428,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.000,937
64575,624,170,6.0,117.0,178.0,248.07142857142856,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.500,944
64574,624,171,3.0,129.0,172.0,250.55555555555557,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:37.400,944
64583,617,72,2.5,122.0,163.0,135.42857142857142,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.300,937
64584,616,72,2.5,122.0,162.0,111.85714285714285,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.400,936
64584,624,162,1.5,121.0,160.0,250.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.400,944
64582,617,72,4.0,122.0,163.0,137.66666666666666,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.200,937
64585,616,72,2.5,116.0,173.0,167.14285714285714,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:38.500,936
64600,131,159,4.5,112.0,144.0,74.1111111111111,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:40.000,451
64601,131,159,4.5,112.0,144.0,74.1111111111111,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:20:40.100,451
64887,811,143,13.0,113.0,179.0,240.9090909090909,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:21:08.700,1131
64890,811,145,37.5,111.0,179.0,248.0,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:21:09.000,1131
64888,811,144,19.0,115.0,179.0,246.85714285714283,D:\AprPanama2025_fixed\041625_experimental\041625PA_experimental_part04.mp4,1900-01-01 19:21:08.800,1131
