frame,cX,cY,area,minI,maxI,meanI,video,time,cX_original
60485,898,73,1.5,115.0,155.0,252.6,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:04:48.500,1238
60486,898,72,1.5,118.0,166.0,229.4,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:04:48.600,1238
60826,756,63,27.0,115.0,179.0,247.5945945945946,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:22.600,1096
60827,756,63,26.0,111.0,251.0,245.2702702702703,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:22.700,1096
60825,755,59,16.0,111.0,179.0,248.76,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:22.500,1095
60828,756,64,23.0,136.0,179.0,245.54545454545456,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:22.800,1096
60834,756,64,14.5,111.0,179.0,248.5217391304348,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.400,1096
60829,756,64,22.0,117.0,179.0,249.15625,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:22.900,1096
60832,756,64,17.5,115.0,179.0,238.77777777777777,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.200,1096
60836,755,64,13.5,128.0,177.0,245.8095238095238,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.600,1095
60835,756,64,15.0,114.0,178.0,244.5217391304348,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.500,1096
60831,756,64,19.5,126.0,179.0,248.3103448275862,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.100,1096
60833,756,64,17.5,115.0,179.0,238.77777777777777,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.300,1096
60830,756,64,19.5,133.0,179.0,250.79310344827587,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.000,1096
60844,755,65,4.5,112.0,160.0,250.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.400,1095
60838,755,64,11.0,114.0,177.0,248.57894736842104,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.800,1095
60843,755,65,9.0,117.0,176.0,246.75,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.300,1095
60839,755,64,11.0,112.0,179.0,244.0526315789473,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.900,1095
60840,755,64,9.0,117.0,173.0,245.9375,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.000,1095
60842,755,64,7.5,124.0,177.0,246.2,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.200,1095
60841,755,65,10.0,115.0,170.0,238.125,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.100,1095
60837,755,64,11.5,117.0,179.0,250.15789473684208,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:23.700,1095
60845,753,63,3.0,113.0,181.0,245.57142857142856,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:24.500,1093
61153,703,85,11.5,124.0,179.0,249.7894736842105,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.300,1043
61156,702,85,14.0,113.0,179.0,226.8181818181818,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.600,1042
61154,702,85,13.0,115.0,222.0,238.42857142857144,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.400,1042
61152,703,85,11.5,111.0,179.0,253.1052631578947,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.200,1043
61151,703,85,11.0,129.0,179.0,252.66666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.100,1043
61155,702,85,13.0,115.0,222.0,238.42857142857144,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.500,1042
61150,703,84,13.5,118.0,179.0,251.09523809523807,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.000,1043
61149,701,80,5.0,130.0,179.0,234.6,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:54.900,1041
61160,702,85,11.0,112.0,179.0,245.44444444444443,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.000,1042
61158,702,85,12.0,119.0,178.0,245.3684210526316,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.800,1042
61164,701,86,4.0,126.0,179.0,240.1111111111111,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.400,1041
61162,701,85,7.0,129.0,179.0,249.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.200,1041
61163,701,85,7.0,122.0,179.0,244.84615384615387,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.300,1041
61157,702,85,12.0,122.0,178.0,246.52631578947367,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.700,1042
61161,702,85,11.0,119.0,179.0,245.16666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.100,1042
61159,702,85,11.0,118.0,179.0,248.27777777777777,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:55.900,1042
61165,701,86,5.0,116.0,178.0,238.4,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.500,1041
61166,701,86,6.5,126.0,179.0,238.5833333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.600,1041
61169,701,86,7.5,112.0,179.0,238.0769230769231,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.900,1041
61171,700,86,6.5,113.0,179.0,244.0833333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.100,1040
61167,701,86,7.5,112.0,179.0,238.0769230769231,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.700,1041
61170,700,86,6.5,113.0,179.0,244.0833333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.000,1040
61172,700,86,6.0,114.0,179.0,244.0909090909091,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.200,1040
61168,701,86,7.5,112.0,179.0,238.0769230769231,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:56.800,1041
61175,700,86,1.5,164.0,175.0,245.8,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.500,1040
61173,700,86,5.0,118.0,179.0,208.7,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.300,1040
61178,699,86,2.0,119.0,159.0,157.5,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.800,1039
61174,700,86,3.5,118.0,179.0,231.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:05:57.400,1040
61398,268,94,2.5,128.0,172.0,241.85714285714283,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:19.800,608
61403,270,94,4.0,112.0,176.0,224.66666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.300,610
61402,270,94,2.0,140.0,179.0,247.8333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.200,610
61401,269,95,5.5,114.0,170.0,215.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.100,609
61399,268,94,4.0,122.0,179.0,244.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:19.900,608
61404,270,94,3.5,133.0,179.0,245.375,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.400,610
61400,269,94,7.0,114.0,164.0,229.61538461538464,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.000,609
61405,270,94,5.5,115.0,178.0,237.5,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.500,610
61409,151,50,4.0,114.0,170.0,240.9,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.900,491
61409,272,94,2.0,117.0,178.0,217.5,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.900,612
61408,151,51,4.0,111.0,171.0,211.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:20.800,491
61411,150,50,14.0,116.0,211.0,228.1818181818182,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.100,490
61411,272,95,3.5,129.0,174.0,224.5,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.100,612
61412,150,51,11.0,117.0,178.0,217.3684210526316,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.200,490
61410,150,50,13.5,124.0,179.0,239.3809523809524,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.000,490
61410,272,94,2.0,114.0,174.0,225.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.000,612
61414,148,51,10.0,124.0,179.0,245.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.400,488
61415,148,50,14.0,113.0,179.0,246.04545454545456,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.500,488
61418,147,50,8.0,113.0,176.0,230.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.800,487
61416,148,50,16.5,112.0,179.0,217.12,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.600,488
61413,149,51,8.5,118.0,179.0,235.75,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.300,489
61419,147,50,5.5,112.0,179.0,236.78571428571428,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.900,487
61420,147,50,7.0,117.0,169.0,246.7333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.000,487
61417,148,50,14.5,111.0,179.0,209.3913043478261,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:21.700,488
61422,146,51,11.0,115.0,179.0,237.52631578947367,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.200,486
61421,146,51,8.0,123.0,167.0,250.06666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.100,486
61424,145,51,12.5,116.0,179.0,213.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.400,485
61425,145,51,12.5,116.0,179.0,213.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.500,485
61423,146,51,11.0,115.0,179.0,237.52631578947367,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.300,486
61423,276,96,1.5,111.0,140.0,38.400000000000006,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.300,616
61427,145,52,10.0,126.0,178.0,216.77777777777777,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.700,485
61426,145,52,10.0,120.0,179.0,220.94444444444443,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.600,485
61428,144,52,9.5,113.0,179.0,216.38888888888889,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.800,484
61433,146,52,2.5,122.0,173.0,226.28571428571428,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.300,486
61429,144,53,9.5,118.0,173.0,220.1764705882353,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:22.900,484
61430,145,52,5.5,115.0,179.0,246.63636363636363,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.000,485
61435,145,54,3.0,124.0,175.0,240.25,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.500,485
61432,145,52,6.0,115.0,172.0,231.8333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.200,485
61436,145,54,3.5,114.0,172.0,198.11111111111111,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.600,485
61434,145,53,5.5,113.0,175.0,242.0909090909091,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.400,485
61437,145,54,1.5,114.0,164.0,252.57142857142856,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.700,485
61441,147,54,2.0,113.0,156.0,232.85714285714283,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:24.100,487
61439,144,55,1.5,129.0,164.0,253.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:23.900,484
61505,743,72,6.0,123.0,179.0,223.66666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:30.500,1083
61507,743,78,29.5,116.0,179.0,244.225,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:30.700,1083
61508,744,78,28.5,121.0,254.0,237.97435897435895,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:30.800,1084
61506,743,76,23.5,116.0,179.0,247.8181818181818,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:30.600,1083
61513,744,79,23.5,117.0,250.0,245.3636363636364,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.300,1084
61515,744,79,24.0,111.0,248.0,246.72727272727275,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.500,1084
61512,744,79,23.5,117.0,250.0,245.3636363636364,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.200,1084
61510,744,78,26.0,134.0,179.0,244.13888888888889,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.000,1084
61516,745,79,24.0,116.0,179.0,250.84848484848484,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.600,1085
61511,744,79,27.5,131.0,179.0,248.2894736842105,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.100,1084
61509,744,78,25.0,126.0,253.0,237.94285714285712,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:30.900,1084
61514,744,79,24.0,111.0,249.0,246.96969696969697,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.400,1084
61521,746,79,18.0,123.0,179.0,248.3333333333333,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.100,1086
61521,662,140,12.0,114.0,178.0,248.0526315789473,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.100,1002
61520,745,79,17.0,125.0,179.0,252.36,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.000,1085
61520,662,140,10.0,117.0,179.0,250.58823529411765,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.000,1002
61523,746,79,17.0,131.0,179.0,250.8,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.300,1086
61523,662,141,13.5,138.0,179.0,246.4090909090909,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.300,1002
61522,746,79,18.0,126.0,178.0,248.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.200,1086
61522,662,141,14.0,115.0,178.0,246.54545454545456,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.200,1002
61519,745,79,18.0,112.0,179.0,249.8148148148148,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.900,1085
61518,745,79,18.5,117.0,179.0,245.14285714285717,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.800,1085
61524,746,79,17.0,114.0,179.0,249.88,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.400,1086
61524,662,141,15.5,114.0,179.0,242.91666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.400,1002
61517,745,79,24.0,116.0,179.0,250.4848484848485,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:31.700,1085
61529,746,79,13.5,112.0,179.0,246.27272727272728,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.900,1086
61529,936,125,6.0,114.0,172.0,244.75,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.900,1276
61529,663,143,11.0,132.0,179.0,249.38888888888889,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.900,1003
61525,746,79,16.5,119.0,179.0,250.56,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.500,1086
61525,934,125,4.5,118.0,174.0,225.1818181818182,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.500,1274
61525,662,142,12.0,143.0,201.0,250.35,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.500,1002
61530,746,80,10.0,127.0,179.0,251.8823529411765,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.000,1086
61530,936,124,3.5,115.0,179.0,245.55555555555557,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.000,1276
61530,663,143,11.0,138.0,179.0,251.66666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.000,1003
61531,747,79,10.5,115.0,179.0,245.88888888888889,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.100,1087
61531,937,125,3.5,115.0,125.0,247.75,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.100,1277
61531,662,143,12.5,119.0,179.0,247.65,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.100,1002
61527,746,79,15.0,119.0,179.0,251.0,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.700,1086
61527,935,125,10.5,118.0,178.0,231.16666666666663,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.700,1275
61527,663,142,13.5,123.0,177.0,246.7142857142857,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:32.700,1003
61532,747,80,8.5,147.0,179.0,249.8,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.200,1087
61532,936,124,2.5,115.0,160.0,251.28571428571428,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.200,1276
61532,662,144,9.0,148.0,182.0,246.625,D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4,1900-01-01 19:06:33.200,1002
