frame	cX	cY	area	minI	maxI	meanI	video
60469	864	74	1.5	117.0	165.0	253.4	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60469	901	74	19.0	116.0	178.0	246.92857142857142	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60474	900	73	13.5	114.0	179.0	242.52380952380952	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60473	900	74	14.5	113.0	179.0	252.63636363636365	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60483	899	73	2.0	111.0	146.0	254.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60482	899	73	2.5	115.0	159.0	241.85714285714283	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60478	899	73	4.5	116.0	172.0	245.20000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60479	899	73	5.0	117.0	170.0	250.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60477	900	73	6.5	114.0	175.0	248.15384615384616	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60485	898	73	1.5	115.0	155.0	252.60000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60486	898	72	1.5	118.0	166.0	229.4	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60826	756	63	27.0	115.0	179.0	247.5945945945946	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60827	756	63	26.0	111.0	251.0	245.2702702702703	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60825	755	59	16.0	111.0	179.0	248.76000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60828	756	64	23.0	136.0	179.0	245.54545454545456	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60834	756	64	14.5	111.0	179.0	248.52173913043478	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60829	756	64	22.0	117.0	179.0	249.15625	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60832	756	64	17.5	115.0	179.0	238.77777777777777	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60836	755	64	13.5	128.0	177.0	245.8095238095238	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60835	756	64	15.0	114.0	178.0	244.52173913043478	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60831	756	64	19.5	126.0	179.0	248.3103448275862	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60833	756	64	17.5	115.0	179.0	238.77777777777777	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60830	756	64	19.5	133.0	179.0	250.79310344827587	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60844	755	65	4.5	112.0	160.0	250.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60838	755	64	11.0	114.0	177.0	248.57894736842104	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60843	755	65	9.0	117.0	176.0	246.75	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60839	755	64	11.0	112.0	179.0	244.05263157894734	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60840	755	64	9.0	117.0	173.0	245.9375	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60842	755	64	7.5	124.0	177.0	246.2	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60841	755	65	10.0	115.0	170.0	238.125	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60837	755	64	11.5	117.0	179.0	250.15789473684208	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
60845	753	63	3.0	113.0	181.0	245.57142857142856	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61153	703	85	11.5	124.0	179.0	249.78947368421052	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61156	702	85	14.0	113.0	179.0	226.8181818181818	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61154	702	85	13.0	115.0	222.0	238.42857142857142	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61152	703	85	11.5	111.0	179.0	253.1052631578947	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61151	703	85	11.0	129.0	179.0	252.66666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61155	702	85	13.0	115.0	222.0	238.42857142857142	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61150	703	84	13.5	118.0	179.0	251.09523809523807	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61149	701	80	5.0	130.0	179.0	234.60000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61160	702	85	11.0	112.0	179.0	245.44444444444443	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61158	702	85	12.0	119.0	178.0	245.36842105263156	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61164	701	86	4.0	126.0	179.0	240.1111111111111	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61162	701	85	7.0	129.0	179.0	249.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61163	701	85	7.0	122.0	179.0	244.84615384615387	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61157	702	85	12.0	122.0	178.0	246.52631578947367	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61161	702	85	11.0	119.0	179.0	245.16666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61159	702	85	11.0	118.0	179.0	248.27777777777777	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61165	701	86	5.0	116.0	178.0	238.4	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61166	701	86	6.5	126.0	179.0	238.58333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61169	701	86	7.5	112.0	179.0	238.0769230769231	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61171	700	86	6.5	113.0	179.0	244.08333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61167	701	86	7.5	112.0	179.0	238.0769230769231	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61170	700	86	6.5	113.0	179.0	244.08333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61172	700	86	6.0	114.0	179.0	244.0909090909091	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61168	701	86	7.5	112.0	179.0	238.0769230769231	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61175	700	86	1.5	164.0	175.0	245.8	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61173	700	86	5.0	118.0	179.0	208.70000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61178	699	86	2.0	119.0	159.0	157.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61174	700	86	3.5	118.0	179.0	231.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61398	268	94	2.5	128.0	172.0	241.85714285714283	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61403	270	94	4.0	112.0	176.0	224.66666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61402	270	94	2.0	140.0	179.0	247.83333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61401	269	95	5.5	114.0	170.0	215.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61399	268	94	4.0	122.0	179.0	244.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61404	270	94	3.5	133.0	179.0	245.375	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61400	269	94	7.0	114.0	164.0	229.61538461538464	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61405	270	94	5.5	115.0	178.0	237.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61409	151	50	4.0	114.0	170.0	240.9	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61409	272	94	2.0	117.0	178.0	217.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61408	151	51	4.0	111.0	171.0	211.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61411	150	50	14.0	116.0	211.0	228.1818181818182	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61411	272	95	3.5	129.0	174.0	224.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61412	150	51	11.0	117.0	178.0	217.36842105263156	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61410	150	50	13.5	124.0	179.0	239.38095238095238	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61410	272	94	2.0	114.0	174.0	225.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61414	148	51	10.0	124.0	179.0	245.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61415	148	50	14.0	113.0	179.0	246.04545454545456	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61418	147	50	8.0	113.0	176.0	230.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61416	148	50	16.5	112.0	179.0	217.12	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61413	149	51	8.5	118.0	179.0	235.75	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61419	147	50	5.5	112.0	179.0	236.78571428571428	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61420	147	50	7.0	117.0	169.0	246.73333333333332	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61417	148	50	14.5	111.0	179.0	209.3913043478261	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61422	146	51	11.0	115.0	179.0	237.52631578947367	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61421	146	51	8.0	123.0	167.0	250.06666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61424	145	51	12.5	116.0	179.0	213.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61425	145	51	12.5	116.0	179.0	213.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61423	146	51	11.0	115.0	179.0	237.52631578947367	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61423	276	96	1.5	111.0	140.0	38.400000000000006	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61427	145	52	10.0	126.0	178.0	216.77777777777777	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61426	145	52	10.0	120.0	179.0	220.94444444444443	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61428	144	52	9.5	113.0	179.0	216.38888888888889	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61433	146	52	2.5	122.0	173.0	226.28571428571428	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61429	144	53	9.5	118.0	173.0	220.1764705882353	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61430	145	52	5.5	115.0	179.0	246.63636363636365	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61435	145	54	3.0	124.0	175.0	240.25	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61432	145	52	6.0	115.0	172.0	231.83333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61436	145	54	3.5	114.0	172.0	198.11111111111111	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61434	145	53	5.5	113.0	175.0	242.0909090909091	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61437	145	54	1.5	114.0	164.0	252.57142857142856	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61441	147	54	2.0	113.0	156.0	232.85714285714283	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61439	144	55	1.5	129.0	164.0	253.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61505	743	72	6.0	123.0	179.0	223.66666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61507	743	78	29.5	116.0	179.0	244.22500000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61508	744	78	28.5	121.0	254.0	237.97435897435898	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61506	743	76	23.5	116.0	179.0	247.8181818181818	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61513	744	79	23.5	117.0	250.0	245.36363636363637	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61515	744	79	24.0	111.0	248.0	246.72727272727275	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61512	744	79	23.5	117.0	250.0	245.36363636363637	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61510	744	78	26.0	134.0	179.0	244.13888888888889	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61516	745	79	24.0	116.0	179.0	250.84848484848484	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61511	744	79	27.5	131.0	179.0	248.28947368421052	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61509	744	78	25.0	126.0	253.0	237.94285714285712	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61514	744	79	24.0	111.0	249.0	246.96969696969697	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61521	746	79	18.0	123.0	179.0	248.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61521	662	140	12.0	114.0	178.0	248.05263157894734	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61520	745	79	17.0	125.0	179.0	252.36	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61520	662	140	10.0	117.0	179.0	250.58823529411765	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61523	746	79	17.0	131.0	179.0	250.8	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61523	662	141	13.5	138.0	179.0	246.4090909090909	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61522	746	79	18.0	126.0	178.0	248.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61522	662	141	14.0	115.0	178.0	246.54545454545456	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61519	745	79	18.0	112.0	179.0	249.8148148148148	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61518	745	79	18.5	117.0	179.0	245.14285714285714	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61524	746	79	17.0	114.0	179.0	249.88	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61524	662	141	15.5	114.0	179.0	242.91666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61517	745	79	24.0	116.0	179.0	250.4848484848485	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61529	746	79	13.5	112.0	179.0	246.27272727272728	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61529	936	125	6.0	114.0	172.0	244.75	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61529	663	143	11.0	132.0	179.0	249.38888888888889	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61525	746	79	16.5	119.0	179.0	250.56	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61525	934	125	4.5	118.0	174.0	225.1818181818182	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61525	662	142	12.0	143.0	201.0	250.35000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61530	746	80	10.0	127.0	179.0	251.88235294117646	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61530	936	124	3.5	115.0	179.0	245.55555555555554	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61530	663	143	11.0	138.0	179.0	251.66666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61531	747	79	10.5	115.0	179.0	245.88888888888889	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61531	937	125	3.5	115.0	125.0	247.75	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61531	662	143	12.5	119.0	179.0	247.65	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61527	746	79	15.0	119.0	179.0	251.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61527	935	125	10.5	118.0	178.0	231.16666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61527	663	142	13.5	123.0	177.0	246.7142857142857	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61532	747	80	8.5	147.0	179.0	249.79999999999998	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61532	936	124	2.5	115.0	160.0	251.28571428571428	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61532	662	144	9.0	148.0	182.0	246.625	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61526	746	79	15.0	119.0	178.0	248.6086956521739	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61526	935	125	5.5	103.0	163.0	253.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61526	936	125	2.0	103.0	147.0	251.4	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61526	662	142	13.0	114.0	178.0	252.95238095238093	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61528	746	79	13.5	112.0	179.0	246.0909090909091	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61528	936	124	6.5	115.0	174.0	249.92307692307693	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61528	663	143	11.0	116.0	179.0	248.38888888888889	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61539	685	89	10.5	122.0	179.0	235.58823529411765	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61535	747	80	3.5	116.0	165.0	231.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61535	685	89	5.5	117.0	179.0	246.1818181818182	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61535	663	144	10.0	118.0	179.0	239.3125	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61537	685	89	9.5	143.0	179.0	247.25	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61537	662	144	2.5	128.0	178.0	240.33333333333331	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61536	747	80	3.5	124.0	177.0	235.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61536	685	89	9.5	142.0	177.0	236.875	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61536	663	144	5.5	115.0	179.0	241.54545454545456	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61538	685	89	10.0	115.0	176.0	235.35294117647058	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61540	686	89	8.5	118.0	179.0	248.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61534	747	79	4.5	112.0	171.0	236.60000000000002	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61534	684	88	2.0	112.0	174.0	231.5	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61534	662	144	9.5	120.0	179.0	245.6875	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61533	747	80	8.5	141.0	179.0	243.53333333333333	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61533	662	144	9.0	144.0	179.0	240.375	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61544	688	89	9.0	123.0	175.0	199.6	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61544	663	146	2.0	123.0	165.0	230.66666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61543	687	89	10.5	112.0	179.0	233.23529411764704	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61548	689	89	8.0	114.0	179.0	233.35714285714283	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61548	663	146	4.0	112.0	179.0	237.2222222222222	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61542	687	88	2.5	129.0	178.0	246.875	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61541	687	89	10.0	138.0	176.0	226.6875	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61547	690	88	1.5	117.0	164.0	233.8	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61547	664	146	2.0	118.0	169.0	233.0	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61546	689	89	4.0	118.0	175.0	232.44444444444443	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61546	663	146	5.0	128.0	178.0	239.4	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
61545	688	89	6.5	131.0	173.0	187.41666666666666	D:\AprPanama2025_fixed\041225_experimental\041225PA_experimental_part04.mp4
