frame	cX	cY	area	minI	maxI	meanI	video
625	720	288	7.0	89.0	146.0	81.58333333333333	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	643	289	2.0	110.0	140.0	80.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	440	289	8.5	18.0	149.0	174.92857142857142	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	742	292	5.5	109.0	139.0	129.8	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	749	291	49.5	92.0	140.0	104.13432835820895	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	749	295	2.0	102.0	121.0	110.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	755	296	4.0	110.0	154.0	121.75	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	656	296	7.0	91.0	150.0	112.25	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	441	294	22.0	16.0	226.0	193.48387096774192	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	746	297	2.0	110.0	127.0	87.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	749	299	8.0	107.0	133.0	102.64285714285714	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	762	302	7.0	89.0	129.0	99.16666666666666	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	742	302	7.0	107.0	151.0	111.41666666666666	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	748	305	2.0	107.0	152.0	147.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	766	306	4.0	91.0	142.0	67.375	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	762	306	7.0	102.0	147.0	88.83333333333333	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	758	306	7.0	105.0	157.0	104.66666666666666	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	765	307	2.0	110.0	126.0	77.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	769	312	2.0	103.0	140.0	95.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	771	314	7.0	105.0	143.0	149.08333333333331	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	767	314	2.0	110.0	142.0	94.4	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	620	318	4.0	106.0	135.0	140.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	623	319	7.0	92.0	174.0	118.91666666666666	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	482	319	4.0	105.0	175.0	210.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	769	324	2.0	103.0	139.0	120.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	766	324	7.0	106.0	147.0	99.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	768	328	7.0	104.0	128.0	118.75	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	770	330	7.0	95.0	125.0	103.33333333333333	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	741	332	2.0	110.0	131.0	102.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	699	336	2.0	107.0	152.0	117.4	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	662	340	5.5	87.0	137.0	112.9	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	652	343	4.0	107.0	161.0	97.25	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	659	345	15.0	89.0	131.0	110.36363636363636	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	688	347	2.0	110.0	170.0	115.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	666	344	63.0	50.0	169.0	104.09756097560975	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	752	352	2.0	94.0	137.0	91.60000000000001	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	759	353	6.0	102.0	149.0	114.54545454545455	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	778	354	2.0	110.0	121.0	58.6	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
625	756	354	4.0	107.0	140.0	105.0	D:\AprPanama2025_fixed\041525_experimental\041525PA_experimental_part01.mp4
