date,time,illuminance_lux,light_regime,sun_altitude_deg,sun_azimuth_deg,moon_altitude_deg,moon_azimuth_deg,phase_angle_deg,pct_darkness,moon_phase_fraction,moon_phase_name,below_threshold
2025-04-14,18:30:00,5927.2235,Daylit,1.3592,279.6792,-22.0463,108.5611,21.6577,17.73,0.9647,Waning Crescent,False
2025-04-14,18:31:00,5029.8388,Daylit,1.116,279.7192,-21.821,108.5741,21.6652,17.74,0.9647,Waning Crescent,False
2025-04-14,18:32:00,4098.9464,Daylit,0.8729,279.7592,-21.5957,108.5875,21.6727,17.74,0.9647,Waning Crescent,False
2025-04-14,18:33:00,3123.1355,Daylit,0.6298,279.7995,-21.3704,108.6011,21.6802,17.75,0.9646,Waning Crescent,False
2025-04-14,18:34:00,2080.506,Daylit,0.3867,279.84,-21.145,108.6151,21.6877,17.75,0.9646,Waning Crescent,False
2025-04-14,18:35:00,911.9924,Daylit,0.1437,279.8806,-20.9197,108.6294,21.6952,17.76,0.9646,Waning Crescent,False
2025-04-14,18:36:00,20.0623,Civil Twilight,-0.0993,279.9214,-20.6944,108.644,21.7027,17.76,0.9646,Waning Crescent,False
2025-04-14,18:37:00,19.2362,Civil Twilight,-0.3423,279.9624,-20.4692,108.6589,21.7102,17.77,0.9645,Waning Crescent,False
2025-04-14,18:38:00,18.4101,Civil Twilight,-0.5853,280.0035,-20.2439,108.6741,21.7177,17.78,0.9645,Waning Crescent,False
2025-04-14,18:39:00,17.5842,Civil Twilight,-0.8282,280.0449,-20.0186,108.6897,21.7253,17.78,0.9645,Waning Crescent,False
2025-04-14,18:40:00,16.7584,Civil Twilight,-1.0711,280.0864,-19.7934,108.7056,21.7328,17.79,0.9645,Waning Crescent,False
2025-04-14,18:41:00,15.9326,Civil Twilight,-1.3139,280.1281,-19.5682,108.7217,21.7403,17.79,0.9644,Waning Crescent,False
2025-04-14,18:42:00,15.107,Civil Twilight,-1.5568,280.17,-19.3429,108.7382,21.7478,17.8,0.9644,Waning Crescent,False
2025-04-14,18:43:00,14.2815,Civil Twilight,-1.7995,280.2121,-19.1177,108.755,21.7553,17.81,0.9644,Waning Crescent,False
2025-04-14,18:44:00,13.4561,Civil Twilight,-2.0423,280.2544,-18.8925,108.7722,21.7628,17.81,0.9644,Waning Crescent,False
2025-04-14,18:45:00,12.6309,Civil Twilight,-2.285,280.2969,-18.6674,108.7896,21.7703,17.82,0.9643,Waning Crescent,False
2025-04-14,18:46:00,11.8057,Civil Twilight,-2.5277,280.3395,-18.4422,108.8073,21.7778,17.82,0.9643,Waning Crescent,False
2025-04-14,18:47:00,10.9807,Civil Twilight,-2.7704,280.3824,-18.2171,108.8253,21.7853,17.83,0.9643,Waning Crescent,False
2025-04-14,18:48:00,10.1557,Civil Twilight,-3.013,280.4255,-17.9919,108.8437,21.7928,17.84,0.9643,Waning Crescent,False
2025-04-14,18:49:00,9.3309,Civil Twilight,-3.2556,280.4687,-17.7668,108.8623,21.8003,17.84,0.9642,Waning Crescent,False
2025-04-14,18:50:00,8.5062,Civil Twilight,-3.4982,280.5122,-17.5417,108.8813,21.8078,17.85,0.9642,Waning Crescent,False
2025-04-14,18:51:00,7.6816,Civil Twilight,-3.7407,280.5559,-17.3166,108.9006,21.8153,17.85,0.9642,Waning Crescent,False
2025-04-14,18:52:00,6.8571,Civil Twilight,-3.9832,280.5998,-17.0916,108.9201,21.8228,17.86,0.9642,Waning Crescent,False
2025-04-14,18:53:00,6.0328,Civil Twilight,-4.2257,280.6438,-16.8665,108.94,21.8303,17.86,0.9641,Waning Crescent,False
2025-04-14,18:54:00,5.2085,Civil Twilight,-4.4681,280.6881,-16.6415,108.9602,21.8378,17.87,0.9641,Waning Crescent,False
2025-04-14,18:55:00,4.3844,Civil Twilight,-4.7105,280.7326,-16.4165,108.9807,21.8453,17.88,0.9641,Waning Crescent,False
2025-04-14,18:56:00,3.5604,Civil Twilight,-4.9528,280.7773,-16.1915,109.0015,21.8528,17.88,0.9641,Waning Crescent,False
2025-04-14,18:57:00,2.7366,Civil Twilight,-5.1951,280.8222,-15.9665,109.0226,21.8603,17.89,0.964,Waning Crescent,False
2025-04-14,18:58:00,1.9128,Civil Twilight,-5.4374,280.8674,-15.7415,109.044,21.8678,17.89,0.964,Waning Crescent,False
2025-04-14,18:59:00,1.0892,Civil Twilight,-5.6796,280.9127,-15.5166,109.0657,21.8754,17.9,0.964,Waning Crescent,False
2025-04-14,19:00:00,0.2657,Civil Twilight,-5.9218,280.9583,-15.2917,109.0877,21.8829,17.91,0.964,Waning Crescent,False
2025-04-14,19:01:00,0.5836,Nautical Twilight,-6.164,281.0041,-15.0668,109.11,21.8904,17.91,0.9639,Waning Crescent,False
2025-04-14,19:02:00,0.5594,Nautical Twilight,-6.4061,281.0501,-14.8419,109.1326,21.8979,17.92,0.9639,Waning Crescent,False
2025-04-14,19:03:00,0.5352,Nautical Twilight,-6.6482,281.0964,-14.6171,109.1555,21.9054,17.92,0.9639,Waning Crescent,False
2025-04-14,19:04:00,0.511,Nautical Twilight,-6.8903,281.1428,-14.3923,109.1787,21.9129,17.93,0.9639,Waning Crescent,False
2025-04-14,19:05:00,0.4868,Nautical Twilight,-7.1323,281.1895,-14.1675,109.2022,21.9204,17.93,0.9639,Waning Crescent,False
2025-04-14,19:06:00,0.4626,Nautical Twilight,-7.3743,281.2364,-13.9427,109.226,21.9279,17.94,0.9638,Waning Crescent,False
2025-04-14,19:07:00,0.4384,Nautical Twilight,-7.6162,281.2836,-13.7179,109.2502,21.9354,17.95,0.9638,Waning Crescent,False
2025-04-14,19:08:00,0.4142,Nautical Twilight,-7.8581,281.331,-13.4932,109.2746,21.9429,17.95,0.9638,Waning Crescent,False
2025-04-14,19:09:00,0.39,Nautical Twilight,-8.0999,281.3786,-13.2685,109.2993,21.9504,17.96,0.9638,Waning Crescent,False
2025-04-14,19:10:00,0.3658,Nautical Twilight,-8.3417,281.4265,-13.0438,109.3243,21.9579,17.96,0.9637,Waning Crescent,False
2025-04-14,19:11:00,0.3416,Nautical Twilight,-8.5835,281.4746,-12.8191,109.3496,21.9654,17.97,0.9637,Waning Crescent,False
2025-04-14,19:12:00,0.3175,Nautical Twilight,-8.8252,281.5229,-12.5945,109.3753,21.9729,17.98,0.9637,Waning Crescent,False
2025-04-14,19:13:00,0.2933,Nautical Twilight,-9.0669,281.5715,-12.3699,109.4012,21.9804,17.98,0.9637,Waning Crescent,False
2025-04-14,19:14:00,0.2691,Nautical Twilight,-9.3086,281.6203,-12.1453,109.4274,21.9879,17.99,0.9636,Waning Crescent,False
2025-04-14,19:15:00,0.245,Nautical Twilight,-9.5502,281.6694,-11.9208,109.454,21.9954,17.99,0.9636,Waning Crescent,False
2025-04-14,19:16:00,0.2208,Nautical Twilight,-9.7917,281.7188,-11.6962,109.4808,22.0029,18.0,0.9636,Waning Crescent,False
2025-04-14,19:17:00,0.1967,Nautical Twilight,-10.0332,281.7684,-11.4717,109.5079,22.0105,18.01,0.9636,Waning Crescent,False
