date,time,illuminance_lux,light_regime,sun_altitude_deg,sun_azimuth_deg,moon_altitude_deg,moon_azimuth_deg,phase_angle_deg,pct_darkness,moon_phase_fraction,moon_phase_name,below_threshold
2025-04-15,18:30:00,5922.7662,Daylit,1.358,280.0402,-32.301,112.8191,32.5029,26.7,0.9217,Waning Crescent,False
2025-04-15,18:31:00,5026.2359,Daylit,1.1151,280.0801,-32.0826,112.8044,32.5105,26.71,0.9216,Waning Crescent,False
2025-04-15,18:32:00,4096.2423,Daylit,0.8722,280.1201,-31.8642,112.7903,32.518,26.71,0.9216,Waning Crescent,False
2025-04-15,18:33:00,3121.3932,Daylit,0.6294,280.1604,-31.6457,112.7766,32.5256,26.72,0.9216,Waning Crescent,False
2025-04-15,18:34:00,2079.8285,Daylit,0.3866,280.2008,-31.4273,112.7634,32.5331,26.73,0.9215,Waning Crescent,False
2025-04-15,18:35:00,912.6294,Daylit,0.1438,280.2414,-31.2087,112.7508,32.5407,26.73,0.9215,Waning Crescent,False
2025-04-15,18:36:00,20.0636,Civil Twilight,-0.0989,280.2822,-30.9902,112.7386,32.5483,26.74,0.9215,Waning Crescent,False
2025-04-15,18:37:00,19.2384,Civil Twilight,-0.3416,280.3232,-30.7716,112.727,32.5558,26.75,0.9214,Waning Crescent,False
2025-04-15,18:38:00,18.4133,Civil Twilight,-0.5843,280.3644,-30.5531,112.7158,32.5634,26.75,0.9214,Waning Crescent,False
2025-04-15,18:39:00,17.5883,Civil Twilight,-0.827,280.4057,-30.3344,112.7051,32.5709,26.76,0.9214,Waning Crescent,False
2025-04-15,18:40:00,16.7634,Civil Twilight,-1.0696,280.4473,-30.1158,112.6949,32.5785,26.77,0.9213,Waning Crescent,False
2025-04-15,18:41:00,15.9387,Civil Twilight,-1.3122,280.489,-29.8972,112.6852,32.5861,26.77,0.9213,Waning Crescent,False
2025-04-15,18:42:00,15.114,Civil Twilight,-1.5547,280.531,-29.6785,112.676,32.5936,26.78,0.9213,Waning Crescent,False
2025-04-15,18:43:00,14.2895,Civil Twilight,-1.7972,280.5731,-29.4598,112.6672,32.6012,26.79,0.9212,Waning Crescent,False
2025-04-15,18:44:00,13.465,Civil Twilight,-2.0397,280.6154,-29.2411,112.6589,32.6087,26.79,0.9212,Waning Crescent,False
2025-04-15,18:45:00,12.6407,Civil Twilight,-2.2821,280.658,-29.0223,112.6511,32.6163,26.8,0.9211,Waning Crescent,False
2025-04-15,18:46:00,11.8165,Civil Twilight,-2.5246,280.7007,-28.8036,112.6438,32.6238,26.81,0.9211,Waning Crescent,False
2025-04-15,18:47:00,10.9924,Civil Twilight,-2.7669,280.7436,-28.5848,112.6369,32.6314,26.81,0.9211,Waning Crescent,False
2025-04-15,18:48:00,10.1685,Civil Twilight,-3.0093,280.7868,-28.366,112.6304,32.639,26.82,0.921,Waning Crescent,False
2025-04-15,18:49:00,9.3446,Civil Twilight,-3.2516,280.8301,-28.1472,112.6245,32.6465,26.83,0.921,Waning Crescent,False
2025-04-15,18:50:00,8.5209,Civil Twilight,-3.4938,280.8737,-27.9283,112.619,32.6541,26.83,0.921,Waning Crescent,False
2025-04-15,18:51:00,7.6973,Civil Twilight,-3.7361,280.9174,-27.7095,112.6139,32.6616,26.84,0.9209,Waning Crescent,False
2025-04-15,18:52:00,6.8738,Civil Twilight,-3.9783,280.9614,-27.4906,112.6093,32.6692,26.85,0.9209,Waning Crescent,False
2025-04-15,18:53:00,6.0505,Civil Twilight,-4.2204,281.0056,-27.2718,112.6051,32.6768,26.85,0.9209,Waning Crescent,False
2025-04-15,18:54:00,5.2272,Civil Twilight,-4.4626,281.05,-27.0529,112.6014,32.6843,26.86,0.9208,Waning Crescent,False
2025-04-15,18:55:00,4.4041,Civil Twilight,-4.7047,281.0946,-26.834,112.5981,32.6919,26.87,0.9208,Waning Crescent,False
2025-04-15,18:56:00,3.5812,Civil Twilight,-4.9467,281.1394,-26.615,112.5952,32.6994,26.87,0.9208,Waning Crescent,False
2025-04-15,18:57:00,2.7583,Civil Twilight,-5.1887,281.1845,-26.3961,112.5928,32.707,26.88,0.9207,Waning Crescent,False
2025-04-15,18:58:00,1.9356,Civil Twilight,-5.4307,281.2297,-26.1772,112.5908,32.7146,26.89,0.9207,Waning Crescent,False
2025-04-15,18:59:00,1.113,Civil Twilight,-5.6727,281.2752,-25.9582,112.5893,32.7221,26.89,0.9207,Waning Crescent,False
2025-04-15,19:00:00,0.2905,Civil Twilight,-5.9146,281.321,-25.7393,112.5882,32.7297,26.9,0.9206,Waning Crescent,False
2025-04-15,19:01:00,0.5844,Nautical Twilight,-6.1564,281.3669,-25.5203,112.5875,32.7372,26.91,0.9206,Waning Crescent,False
2025-04-15,19:02:00,0.5602,Nautical Twilight,-6.3982,281.4131,-25.3013,112.5872,32.7448,26.91,0.9205,Waning Crescent,False
2025-04-15,19:03:00,0.536,Nautical Twilight,-6.64,281.4595,-25.0824,112.5873,32.7524,26.92,0.9205,Waning Crescent,False
2025-04-15,19:04:00,0.5118,Nautical Twilight,-6.8818,281.5061,-24.8634,112.5879,32.7599,26.93,0.9205,Waning Crescent,False
2025-04-15,19:05:00,0.4877,Nautical Twilight,-7.1235,281.553,-24.6444,112.5889,32.7675,26.93,0.9204,Waning Crescent,False
2025-04-15,19:06:00,0.4635,Nautical Twilight,-7.3651,281.6001,-24.4254,112.5903,32.775,26.94,0.9204,Waning Crescent,False
2025-04-15,19:07:00,0.4393,Nautical Twilight,-7.6067,281.6474,-24.2064,112.5921,32.7826,26.95,0.9204,Waning Crescent,False
2025-04-15,19:08:00,0.4152,Nautical Twilight,-7.8483,281.695,-23.9873,112.5943,32.7902,26.95,0.9203,Waning Crescent,False
2025-04-15,19:09:00,0.391,Nautical Twilight,-8.0899,281.7429,-23.7683,112.5969,32.7977,26.96,0.9203,Waning Crescent,False
2025-04-15,19:10:00,0.3669,Nautical Twilight,-8.3314,281.7909,-23.5493,112.6,32.8053,26.97,0.9203,Waning Crescent,False
2025-04-15,19:11:00,0.3427,Nautical Twilight,-8.5728,281.8393,-23.3303,112.6034,32.8128,26.97,0.9202,Waning Crescent,False
2025-04-15,19:12:00,0.3186,Nautical Twilight,-8.8142,281.8878,-23.1113,112.6073,32.8204,26.98,0.9202,Waning Crescent,False
2025-04-15,19:13:00,0.2944,Nautical Twilight,-9.0556,281.9366,-22.8922,112.6115,32.828,26.99,0.9202,Waning Crescent,False
2025-04-15,19:14:00,0.2703,Nautical Twilight,-9.2969,281.9857,-22.6732,112.6162,32.8355,26.99,0.9201,Waning Crescent,False
2025-04-15,19:15:00,0.2462,Nautical Twilight,-9.5382,282.0351,-22.4542,112.6212,32.8431,27.0,0.9201,Waning Crescent,False
2025-04-15,19:16:00,0.2221,Nautical Twilight,-9.7794,282.0846,-22.2352,112.6266,32.8506,27.01,0.92,Waning Crescent,False
2025-04-15,19:17:00,0.1979,Nautical Twilight,-10.0206,282.1345,-22.0161,112.6325,32.8582,27.01,0.92,Waning Crescent,False
2025-04-15,19:18:00,0.1738,Nautical Twilight,-10.2617,282.1846,-21.7971,112.6387,32.8658,27.02,0.92,Waning Crescent,False
2025-04-15,19:19:00,0.1497,Nautical Twilight,-10.5028,282.235,-21.5781,112.6453,32.8733,27.02,0.9199,Waning Crescent,False
2025-04-15,19:20:00,0.1256,Nautical Twilight,-10.7439,282.2856,-21.3591,112.6523,32.8809,27.03,0.9199,Waning Crescent,True
2025-04-15,19:21:00,0.1015,Nautical Twilight,-10.9849,282.3365,-21.1401,112.6597,32.8884,27.04,0.9199,Waning Crescent,True
2025-04-15,19:22:00,0.0774,Nautical Twilight,-11.2258,282.3877,-20.921,112.6675,32.896,27.04,0.9198,Waning Crescent,True
2025-04-15,19:23:00,0.0533,Nautical Twilight,-11.4667,282.4392,-20.702,112.6757,32.9036,27.05,0.9198,Waning Crescent,True
2025-04-15,19:24:00,0.0292,Nautical Twilight,-11.7076,282.4909,-20.483,112.6843,32.9111,27.06,0.9198,Waning Crescent,True
2025-04-15,19:25:00,0.0052,Nautical Twilight,-11.9484,282.5429,-20.264,112.6932,32.9187,27.06,0.9197,Waning Crescent,True
2025-04-15,19:26:00,0.0058,Astronomical Twilight,-12.1892,282.5952,-20.045,112.7025,32.9262,27.07,0.9197,Waning Crescent,True
2025-04-15,19:27:00,0.0056,Astronomical Twilight,-12.4299,282.6478,-19.8261,112.7122,32.9338,27.08,0.9196,Waning Crescent,True
2025-04-15,19:28:00,0.0053,Astronomical Twilight,-12.6706,282.7007,-19.6071,112.7223,32.9414,27.08,0.9196,Waning Crescent,True
2025-04-15,19:29:00,0.0051,Astronomical Twilight,-12.9112,282.7538,-19.3881,112.7328,32.9489,27.09,0.9196,Waning Crescent,True
