date,time,illuminance_lux,light_regime,sun_altitude_deg,sun_azimuth_deg,moon_altitude_deg,moon_azimuth_deg,phase_angle_deg,pct_darkness,moon_phase_fraction,moon_phase_name,below_threshold
2025-04-12,18:30:00,5947.8484,Daylit,1.3649,278.9488,-1.3929,101.0716,2.2965,0.47,0.9996,Full Moon,False
2025-04-12,18:31:00,5049.2356,Daylit,1.1212,278.9887,-1.1581,101.1144,2.2959,0.47,0.9996,Full Moon,False
2025-04-12,18:32:00,4117.1478,Daylit,0.8776,279.0289,-0.9233,101.1574,2.2953,0.47,0.9996,Full Moon,False
2025-04-12,18:33:00,3140.2263,Daylit,0.6339,279.0692,-0.6885,101.2006,2.2947,0.47,0.9996,Full Moon,False
2025-04-12,18:34:00,2096.724,Daylit,0.3904,279.1097,-0.4538,101.244,2.2942,0.47,0.9996,Full Moon,False
2025-04-12,18:35:00,928.3622,Daylit,0.1468,279.1503,-0.2191,101.2875,2.2937,0.47,0.9996,Full Moon,False
2025-04-12,18:36:00,20.0711,Civil Twilight,-0.0967,279.1911,0.0155,101.3313,2.2932,0.47,0.9996,Full Moon,False
2025-04-12,18:37:00,19.2443,Civil Twilight,-0.3403,279.2321,0.2502,101.3752,2.2927,0.46,0.9996,Full Moon,False
2025-04-12,18:38:00,18.4176,Civil Twilight,-0.5837,279.2732,0.4848,101.4194,2.2923,0.46,0.9996,Full Moon,False
2025-04-12,18:39:00,17.591,Civil Twilight,-0.8272,279.3145,0.7194,101.4637,2.2919,0.46,0.9996,Full Moon,False
2025-04-12,18:40:00,16.7644,Civil Twilight,-1.0706,279.356,0.954,101.5083,2.2915,0.46,0.9996,Full Moon,False
2025-04-12,18:41:00,15.938,Civil Twilight,-1.314,279.3977,1.1886,101.553,2.2911,0.46,0.9996,Full Moon,False
2025-04-12,18:42:00,15.1117,Civil Twilight,-1.5574,279.4395,1.4231,101.598,2.2908,0.46,0.9996,Full Moon,False
2025-04-12,18:43:00,14.2854,Civil Twilight,-1.8007,279.4815,1.6576,101.6431,2.2904,0.46,0.9996,Full Moon,False
