window_start,window_end,duration_min,threshold_lux,sunset,sunrise
2025-04-15 19:20:00,2025-04-16 01:06:00,347,0.14111818,18:35:35,06:22:23
2025-04-16 04:19:00,2025-04-16 05:33:00,75,0.14111818,18:35:35,06:21:54
