window_start,window_end,duration_min,threshold_lux,sunset,sunrise
2025-04-11 19:23:00,2025-04-11 20:20:00,58,0.14111818,18:35:36,06:24:22
2025-04-12 03:32:00,2025-04-12 05:39:00,128,0.14111818,18:35:36,06:23:51
