window_start,window_end,duration_min,threshold_lux,sunset,sunrise
2025-04-12 19:22:00,2025-04-12 20:53:00,92,0.14111818,18:35:36,06:23:51
2025-04-13 04:09:00,2025-04-13 05:37:00,89,0.14111818,18:35:35,06:23:22
