date,time,illuminance_lux,light_regime,sun_altitude_deg,sun_azimuth_deg,moon_altitude_deg,moon_azimuth_deg,phase_angle_deg,pct_darkness,moon_phase_fraction,moon_phase_name,below_threshold
2024-07-24,18:30:00,15808.9443,Daylit,4.4171,289.1562,-49.471,87.1103,48.2052,41.37,0.8332,Waning Crescent,False
2024-07-24,18:31:00,15112.3813,Daylit,4.1841,289.1905,-49.2352,87.1559,48.2146,41.38,0.8332,Waning Crescent,False
2024-07-24,18:32:00,14409.2558,Daylit,3.9511,289.2252,-48.9994,87.2013,48.224,41.39,0.8331,Waning Crescent,False
2024-07-24,18:33:00,13699.1304,Daylit,3.7182,289.2601,-48.7636,87.2464,48.2334,41.4,0.833,Waning Crescent,False
2024-07-24,18:34:00,12981.5064,Daylit,3.4853,289.2954,-48.5277,87.2912,48.2428,41.41,0.833,Waning Crescent,False
2024-07-24,18:35:00,12255.8115,Daylit,3.2525,289.331,-48.2919,87.3357,48.2522,41.42,0.8329,Waning Crescent,False
2024-07-24,18:36:00,11521.3822,Daylit,3.0197,289.367,-48.056,87.38,48.2616,41.43,0.8329,Waning Crescent,False
2024-07-24,18:37:00,10777.4418,Daylit,2.787,289.4032,-47.8201,87.424,48.271,41.43,0.8328,Waning Crescent,False
2024-07-24,18:38:00,10023.0697,Daylit,2.5543,289.4398,-47.5842,87.4677,48.2804,41.44,0.8327,Waning Crescent,False
2024-07-24,18:39:00,9257.1602,Daylit,2.3217,289.4767,-47.3483,87.5112,48.2898,41.45,0.8327,Waning Crescent,False
2024-07-24,18:40:00,8478.3618,Daylit,2.0891,289.514,-47.1123,87.5544,48.2992,41.46,0.8326,Waning Crescent,False
2024-07-24,18:41:00,7684.9901,Daylit,1.8566,289.5516,-46.8764,87.5973,48.3086,41.47,0.8326,Waning Crescent,False
2024-07-24,18:42:00,6874.8932,Daylit,1.6242,289.5895,-46.6404,87.6401,48.318,41.48,0.8325,Waning Crescent,False
2024-07-24,18:43:00,6045.234,Daylit,1.3918,289.6277,-46.4044,87.6825,48.3274,41.49,0.8324,Waning Crescent,False
2024-07-24,18:44:00,5192.1187,Daylit,1.1594,289.6663,-46.1684,87.7248,48.3368,41.5,0.8324,Waning Crescent,False
2024-07-24,18:45:00,4309.8991,Daylit,0.9271,289.7052,-45.9323,87.7668,48.3462,41.51,0.8323,Waning Crescent,False
2024-07-24,18:46:00,3389.7061,Daylit,0.6949,289.7444,-45.6963,87.8086,48.3556,41.52,0.8323,Waning Crescent,False
2024-07-24,18:47:00,2415.7453,Daylit,0.4627,289.784,-45.4602,87.8502,48.365,41.53,0.8322,Waning Crescent,False
2024-07-24,18:48:00,1352.347,Daylit,0.2306,289.8239,-45.2241,87.8915,48.3744,41.54,0.8321,Waning Crescent,False
2024-07-24,18:49:00,20.395,Civil Twilight,-0.0015,289.8641,-44.988,87.9327,48.3838,41.55,0.8321,Waning Crescent,False
2024-07-24,18:50:00,19.6061,Civil Twilight,-0.2335,289.9047,-44.7518,87.9736,48.3932,41.55,0.832,Waning Crescent,False
2024-07-24,18:51:00,18.8175,Civil Twilight,-0.4654,289.9456,-44.5157,88.0143,48.4026,41.56,0.8319,Waning Crescent,False
2024-07-24,18:52:00,18.0291,Civil Twilight,-0.6973,289.9869,-44.2795,88.0548,48.412,41.57,0.8319,Waning Crescent,False
2024-07-24,18:53:00,17.2409,Civil Twilight,-0.9291,290.0285,-44.0434,88.0952,48.4214,41.58,0.8318,Waning Crescent,False
2024-07-24,18:54:00,16.4529,Civil Twilight,-1.1609,290.0705,-43.8072,88.1353,48.4308,41.59,0.8318,Waning Crescent,False
2024-07-24,18:55:00,15.6651,Civil Twilight,-1.3926,290.1128,-43.5709,88.1752,48.4402,41.6,0.8317,Waning Crescent,False
2024-07-24,18:56:00,14.8776,Civil Twilight,-1.6242,290.1554,-43.3347,88.215,48.4495,41.61,0.8316,Waning Crescent,False
2024-07-24,18:57:00,14.0902,Civil Twilight,-1.8558,290.1984,-43.0985,88.2545,48.4589,41.62,0.8316,Waning Crescent,False
2024-07-24,18:58:00,13.3031,Civil Twilight,-2.0873,290.2418,-42.8622,88.2939,48.4683,41.63,0.8315,Waning Crescent,False
2024-07-24,18:59:00,12.5162,Civil Twilight,-2.3188,290.2855,-42.6259,88.3331,48.4777,41.64,0.8315,Waning Crescent,False
2024-07-24,19:00:00,11.7295,Civil Twilight,-2.5502,290.3295,-42.3896,88.3722,48.4871,41.65,0.8314,Waning Crescent,False
2024-07-24,19:01:00,10.943,Civil Twilight,-2.7815,290.3739,-42.1533,88.411,48.4965,41.66,0.8313,Waning Crescent,False
2024-07-24,19:02:00,10.1567,Civil Twilight,-3.0127,290.4187,-41.917,88.4497,48.5059,41.66,0.8313,Waning Crescent,False
2024-07-24,19:03:00,9.3707,Civil Twilight,-3.2439,290.4638,-41.6806,88.4882,48.5153,41.67,0.8312,Waning Crescent,False
2024-07-24,19:04:00,8.5849,Civil Twilight,-3.475,290.5093,-41.4442,88.5266,48.5247,41.68,0.8311,Waning Crescent,False
2024-07-24,19:05:00,7.7994,Civil Twilight,-3.7061,290.5552,-41.2079,88.5648,48.5341,41.69,0.8311,Waning Crescent,False
2024-07-24,19:06:00,7.0141,Civil Twilight,-3.937,290.6014,-40.9715,88.6028,48.5435,41.7,0.831,Waning Crescent,False
2024-07-24,19:07:00,6.229,Civil Twilight,-4.1679,290.6479,-40.735,88.6407,48.5529,41.71,0.831,Waning Crescent,False
2024-07-24,19:08:00,5.4442,Civil Twilight,-4.3988,290.6949,-40.4986,88.6785,48.5623,41.72,0.8309,Waning Crescent,False
2024-07-24,19:09:00,4.6596,Civil Twilight,-4.6295,290.7422,-40.2622,88.7161,48.5717,41.73,0.8308,Waning Crescent,False
2024-07-24,19:10:00,3.8752,Civil Twilight,-4.8602,290.7899,-40.0257,88.7535,48.5811,41.74,0.8308,Waning Crescent,False
2024-07-24,19:11:00,3.0911,Civil Twilight,-5.0908,290.8379,-39.7892,88.7908,48.5905,41.75,0.8307,Waning Crescent,False
2024-07-24,19:12:00,2.3073,Civil Twilight,-5.3214,290.8863,-39.5527,88.828,48.5999,41.76,0.8307,Waning Crescent,False
2024-07-24,19:13:00,1.5237,Civil Twilight,-5.5519,290.9351,-39.3162,88.865,48.6093,41.77,0.8306,Waning Crescent,False
2024-07-24,19:14:00,0.7403,Civil Twilight,-5.7823,290.9843,-39.0797,88.9019,48.6187,41.78,0.8305,Waning Crescent,False
2024-07-24,19:15:00,0.5987,Nautical Twilight,-6.0126,291.0338,-38.8431,88.9387,48.6281,41.78,0.8305,Waning Crescent,False
2024-07-24,19:16:00,0.5757,Nautical Twilight,-6.2428,291.0838,-38.6066,88.9753,48.6375,41.79,0.8304,Waning Crescent,False
2024-07-24,19:17:00,0.5527,Nautical Twilight,-6.473,291.1341,-38.37,89.0118,48.6469,41.8,0.8303,Waning Crescent,False
2024-07-24,19:18:00,0.5297,Nautical Twilight,-6.7031,291.1848,-38.1334,89.0482,48.6563,41.81,0.8303,Waning Crescent,False
2024-07-24,19:19:00,0.5067,Nautical Twilight,-6.9331,291.2359,-37.8968,89.0844,48.6657,41.82,0.8302,Waning Crescent,False
2024-07-24,19:20:00,0.4837,Nautical Twilight,-7.163,291.2873,-37.6602,89.1206,48.6751,41.83,0.8302,Waning Crescent,False
2024-07-24,19:21:00,0.4607,Nautical Twilight,-7.3928,291.3392,-37.4235,89.1566,48.6845,41.84,0.8301,Waning Crescent,False
2024-07-24,19:22:00,0.4377,Nautical Twilight,-7.6226,291.3915,-37.1869,89.1925,48.6939,41.85,0.83,Waning Crescent,False
2024-07-24,19:23:00,0.4148,Nautical Twilight,-7.8523,291.4441,-36.9502,89.2283,48.7032,41.86,0.83,Waning Crescent,False
2024-07-24,19:24:00,0.3918,Nautical Twilight,-8.0819,291.4972,-36.7135,89.2639,48.7126,41.87,0.8299,Waning Crescent,False
2024-07-24,19:25:00,0.3689,Nautical Twilight,-8.3114,291.5506,-36.4768,89.2995,48.722,41.88,0.8299,Waning Crescent,False
2024-07-24,19:26:00,0.3459,Nautical Twilight,-8.5408,291.6045,-36.2401,89.335,48.7314,41.89,0.8298,Waning Crescent,False
2024-07-24,19:27:00,0.323,Nautical Twilight,-8.7702,291.6587,-36.0034,89.3703,48.7408,41.89,0.8297,Waning Crescent,False
2024-07-24,19:28:00,0.3001,Nautical Twilight,-8.9994,291.7134,-35.7666,89.4056,48.7502,41.9,0.8297,Waning Crescent,False
2024-07-24,19:29:00,0.2771,Nautical Twilight,-9.2286,291.7685,-35.5298,89.4407,48.7596,41.91,0.8296,Waning Crescent,False
2024-07-24,19:30:00,0.2542,Nautical Twilight,-9.4577,291.8239,-35.2931,89.4758,48.769,41.92,0.8295,Waning Crescent,False
2024-07-24,19:31:00,0.2313,Nautical Twilight,-9.6867,291.8798,-35.0563,89.5107,48.7784,41.93,0.8295,Waning Crescent,False
2024-07-24,19:32:00,0.2084,Nautical Twilight,-9.9156,291.9361,-34.8194,89.5456,48.7878,41.94,0.8294,Waning Crescent,False
2024-07-24,19:33:00,0.1856,Nautical Twilight,-10.1444,291.9929,-34.5826,89.5804,48.7972,41.95,0.8294,Waning Crescent,False
2024-07-24,19:34:00,0.1627,Nautical Twilight,-10.3731,292.05,-34.3458,89.615,48.8066,41.96,0.8293,Waning Crescent,False
2024-07-24,19:35:00,0.1398,Nautical Twilight,-10.6018,292.1076,-34.1089,89.6496,48.816,41.97,0.8292,Waning Crescent,True
2024-07-24,19:36:00,0.117,Nautical Twilight,-10.8303,292.1656,-33.8721,89.6841,48.8254,41.98,0.8292,Waning Crescent,True
2024-07-24,19:37:00,0.0941,Nautical Twilight,-11.0588,292.2241,-33.6352,89.7185,48.8348,41.99,0.8291,Waning Crescent,True
2024-07-24,19:38:00,0.0713,Nautical Twilight,-11.2871,292.2829,-33.3983,89.7528,48.8442,42.0,0.8291,Waning Crescent,True
2024-07-24,19:39:00,0.0485,Nautical Twilight,-11.5154,292.3422,-33.1613,89.7871,48.8536,42.01,0.829,Waning Crescent,True
2024-07-24,19:40:00,0.0256,Nautical Twilight,-11.7435,292.402,-32.9244,89.8213,48.863,42.01,0.8289,Waning Crescent,True
2024-07-24,19:41:00,0.0028,Nautical Twilight,-11.9716,292.4621,-32.6875,89.8553,48.8724,42.02,0.8289,Waning Crescent,True
2024-07-24,19:42:00,0.0058,Astronomical Twilight,-12.1995,292.5227,-32.4505,89.8893,48.8818,42.03,0.8288,Waning Crescent,True
2024-07-24,19:43:00,0.0056,Astronomical Twilight,-12.4274,292.5838,-32.2135,89.9233,48.8912,42.04,0.8287,Waning Crescent,True
2024-07-24,19:44:00,0.0053,Astronomical Twilight,-12.6551,292.6453,-31.9765,89.9571,48.9006,42.05,0.8287,Waning Crescent,True
2024-07-24,19:45:00,0.0051,Astronomical Twilight,-12.8828,292.7073,-31.7395,89.9909,48.9099,42.06,0.8286,Waning Crescent,True
2024-07-24,19:46:00,0.0049,Astronomical Twilight,-13.1103,292.7697,-31.5025,90.0246,48.9193,42.07,0.8286,Waning Crescent,True
2024-07-24,19:47:00,0.0047,Astronomical Twilight,-13.3378,292.8326,-31.2655,90.0583,48.9287,42.08,0.8285,Waning Crescent,True
2024-07-24,19:48:00,0.0044,Astronomical Twilight,-13.5651,292.8959,-31.0284,90.0919,48.9381,42.09,0.8284,Waning Crescent,True
2024-07-24,19:49:00,0.0042,Astronomical Twilight,-13.7924,292.9597,-30.7913,90.1254,48.9475,42.1,0.8284,Waning Crescent,True
2024-07-24,19:50:00,0.004,Astronomical Twilight,-14.0195,293.024,-30.5543,90.1588,48.9569,42.11,0.8283,Waning Crescent,True
2024-07-24,19:51:00,0.0038,Astronomical Twilight,-14.2465,293.0887,-30.3172,90.1922,48.9663,42.12,0.8283,Waning Crescent,True
2024-07-24,19:52:00,0.0035,Astronomical Twilight,-14.4734,293.1539,-30.0801,90.2255,48.9757,42.12,0.8282,Waning Crescent,True
2024-07-24,19:53:00,0.0033,Astronomical Twilight,-14.7002,293.2196,-29.8429,90.2588,48.9851,42.13,0.8281,Waning Crescent,True
2024-07-24,19:54:00,0.0031,Astronomical Twilight,-14.9269,293.2858,-29.6058,90.292,48.9945,42.14,0.8281,Waning Crescent,True
2024-07-24,19:55:00,0.0028,Astronomical Twilight,-15.1535,293.3525,-29.3686,90.3252,49.0039,42.15,0.828,Waning Crescent,True
2024-07-24,19:56:00,0.0026,Astronomical Twilight,-15.3799,293.4196,-29.1315,90.3582,49.0133,42.16,0.8279,Waning Crescent,True
2024-07-24,19:57:00,0.0024,Astronomical Twilight,-15.6063,293.4872,-28.8943,90.3913,49.0227,42.17,0.8279,Waning Crescent,True
