date,time,illuminance_lux,light_regime,sun_altitude_deg,sun_azimuth_deg,moon_altitude_deg,moon_azimuth_deg,phase_angle_deg,pct_darkness,moon_phase_fraction,moon_phase_name,below_threshold
2024-07-22,18:30:00,15969.4873,Daylit,4.4712,289.5767,-26.2393,105.403,21.2507,17.41,0.966,Waning Crescent,False
2024-07-22,18:31:00,15276.2349,Daylit,4.2387,289.6108,-26.0117,105.408,21.2599,17.42,0.966,Waning Crescent,False
2024-07-22,18:32:00,14576.5526,Daylit,4.0064,289.6453,-25.7842,105.4134,21.2691,17.43,0.9659,Waning Crescent,False
2024-07-22,18:33:00,13870.0191,Daylit,3.774,289.6801,-25.5566,105.4191,21.2783,17.43,0.9659,Waning Crescent,False
2024-07-22,18:34:00,13156.1555,Daylit,3.5418,289.7152,-25.3291,105.425,21.2875,17.44,0.9659,Waning Crescent,False
2024-07-22,18:35:00,12434.4132,Daylit,3.3096,289.7506,-25.1015,105.4313,21.2967,17.45,0.9659,Waning Crescent,False
2024-07-22,18:36:00,11704.1581,Daylit,3.0774,289.7864,-24.8739,105.4379,21.3059,17.45,0.9658,Waning Crescent,False
2024-07-22,18:37:00,10964.65,Daylit,2.8453,289.8225,-24.6463,105.4447,21.3151,17.46,0.9658,Waning Crescent,False
2024-07-22,18:38:00,10215.0149,Daylit,2.6132,289.8589,-24.4186,105.4519,21.3243,17.47,0.9658,Waning Crescent,False
2024-07-22,18:39:00,9454.2071,Daylit,2.3812,289.8957,-24.191,105.4594,21.3335,17.48,0.9657,Waning Crescent,False
2024-07-22,18:40:00,8680.9554,Daylit,2.1492,289.9328,-23.9634,105.4671,21.3427,17.48,0.9657,Waning Crescent,False
2024-07-22,18:41:00,7893.6847,Daylit,1.9173,289.9702,-23.7357,105.4752,21.3519,17.49,0.9657,Waning Crescent,False
2024-07-22,18:42:00,7090.3977,Daylit,1.6855,290.008,-23.5081,105.4835,21.3611,17.5,0.9657,Waning Crescent,False
2024-07-22,18:43:00,6268.4872,Daylit,1.4537,290.0461,-23.2804,105.4921,21.3703,17.51,0.9656,Waning Crescent,False
2024-07-22,18:44:00,5424.419,Daylit,1.222,290.0845,-23.0527,105.5011,21.3795,17.51,0.9656,Waning Crescent,False
2024-07-22,18:45:00,4553.1566,Daylit,0.9903,290.1233,-22.825,105.5103,21.3887,17.52,0.9656,Waning Crescent,False
2024-07-22,18:46:00,3646.9932,Daylit,0.7587,290.1624,-22.5973,105.5198,21.3979,17.53,0.9655,Waning Crescent,False
2024-07-22,18:47:00,2692.778,Daylit,0.5271,290.2019,-22.3696,105.5295,21.4071,17.53,0.9655,Waning Crescent,False
2024-07-22,18:48:00,1663.2939,Daylit,0.2956,290.2417,-22.1419,105.5396,21.4163,17.54,0.9655,Waning Crescent,False
2024-07-22,18:49:00,465.9753,Daylit,0.0642,290.2818,-21.9141,105.55,21.4255,17.55,0.9654,Waning Crescent,False
2024-07-22,18:50:00,19.8315,Civil Twilight,-0.1672,290.3223,-21.6864,105.5606,21.4347,17.56,0.9654,Waning Crescent,False
2024-07-22,18:51:00,19.045,Civil Twilight,-0.3985,290.3632,-21.4587,105.5715,21.4439,17.56,0.9654,Waning Crescent,False
2024-07-22,18:52:00,18.2587,Civil Twilight,-0.6298,290.4044,-21.2309,105.5827,21.4531,17.57,0.9654,Waning Crescent,False
2024-07-22,18:53:00,17.4726,Civil Twilight,-0.861,290.4459,-21.0032,105.5942,21.4623,17.58,0.9653,Waning Crescent,False
2024-07-22,18:54:00,16.6868,Civil Twilight,-1.0921,290.4878,-20.7754,105.6059,21.4715,17.58,0.9653,Waning Crescent,False
2024-07-22,18:55:00,15.9011,Civil Twilight,-1.3232,290.5301,-20.5476,105.618,21.4807,17.59,0.9653,Waning Crescent,False
2024-07-22,18:56:00,15.1157,Civil Twilight,-1.5542,290.5727,-20.3198,105.6303,21.4899,17.6,0.9652,Waning Crescent,False
2024-07-22,18:57:00,14.3305,Civil Twilight,-1.7852,290.6156,-20.0921,105.6428,21.4991,17.61,0.9652,Waning Crescent,False
2024-07-22,18:58:00,13.5455,Civil Twilight,-2.016,290.6589,-19.8643,105.6557,21.5083,17.61,0.9652,Waning Crescent,False
2024-07-22,18:59:00,12.7607,Civil Twilight,-2.2469,290.7026,-19.6365,105.6688,21.5175,17.62,0.9652,Waning Crescent,False
2024-07-22,19:00:00,11.9762,Civil Twilight,-2.4776,290.7466,-19.4087,105.6822,21.5267,17.63,0.9651,Waning Crescent,False
2024-07-22,19:01:00,11.1918,Civil Twilight,-2.7083,290.791,-19.1809,105.6959,21.536,17.63,0.9651,Waning Crescent,False
2024-07-22,19:02:00,10.4078,Civil Twilight,-2.9389,290.8357,-18.9531,105.7099,21.5452,17.64,0.9651,Waning Crescent,False
2024-07-22,19:03:00,9.6239,Civil Twilight,-3.1694,290.8808,-18.7252,105.7241,21.5544,17.65,0.965,Waning Crescent,False
2024-07-22,19:04:00,8.8403,Civil Twilight,-3.3999,290.9263,-18.4974,105.7386,21.5636,17.66,0.965,Waning Crescent,False
2024-07-22,19:05:00,8.0569,Civil Twilight,-3.6303,290.9721,-18.2696,105.7533,21.5728,17.66,0.965,Waning Crescent,False
2024-07-22,19:06:00,7.2738,Civil Twilight,-3.8606,291.0184,-18.0418,105.7684,21.582,17.67,0.9649,Waning Crescent,False
2024-07-22,19:07:00,6.4909,Civil Twilight,-4.0909,291.0649,-17.8139,105.7837,21.5912,17.68,0.9649,Waning Crescent,False
2024-07-22,19:08:00,5.7083,Civil Twilight,-4.3211,291.1119,-17.5861,105.7993,21.6004,17.68,0.9649,Waning Crescent,False
2024-07-22,19:09:00,4.9259,Civil Twilight,-4.5512,291.1592,-17.3583,105.8151,21.6096,17.69,0.9649,Waning Crescent,False
2024-07-22,19:10:00,4.1437,Civil Twilight,-4.7813,291.2069,-17.1305,105.8312,21.6188,17.7,0.9648,Waning Crescent,False
2024-07-22,19:11:00,3.3618,Civil Twilight,-5.0112,291.255,-16.9026,105.8476,21.628,17.71,0.9648,Waning Crescent,False
2024-07-22,19:12:00,2.5802,Civil Twilight,-5.2411,291.3034,-16.6748,105.8642,21.6373,17.71,0.9648,Waning Crescent,False
2024-07-22,19:13:00,1.7988,Civil Twilight,-5.4709,291.3523,-16.4469,105.8811,21.6465,17.72,0.9647,Waning Crescent,False
2024-07-22,19:14:00,1.0177,Civil Twilight,-5.7007,291.4015,-16.2191,105.8983,21.6557,17.73,0.9647,Waning Crescent,False
2024-07-22,19:15:00,0.2368,Civil Twilight,-5.9303,291.4511,-15.9913,105.9157,21.6649,17.74,0.9647,Waning Crescent,False
2024-07-22,19:16:00,0.584,Nautical Twilight,-6.1599,291.5011,-15.7634,105.9334,21.6741,17.74,0.9646,Waning Crescent,False
2024-07-22,19:17:00,0.5611,Nautical Twilight,-6.3894,291.5514,-15.5356,105.9514,21.6833,17.75,0.9646,Waning Crescent,False
2024-07-22,19:18:00,0.5381,Nautical Twilight,-6.6189,291.6022,-15.3077,105.9696,21.6925,17.76,0.9646,Waning Crescent,False
2024-07-22,19:19:00,0.5152,Nautical Twilight,-6.8482,291.6533,-15.0799,105.9881,21.7017,17.76,0.9646,Waning Crescent,False
2024-07-22,19:20:00,0.4923,Nautical Twilight,-7.0775,291.7049,-14.8521,106.0068,21.7109,17.77,0.9645,Waning Crescent,False
2024-07-22,19:21:00,0.4693,Nautical Twilight,-7.3067,291.7568,-14.6242,106.0259,21.7202,17.78,0.9645,Waning Crescent,False
2024-07-22,19:22:00,0.4464,Nautical Twilight,-7.5358,291.8092,-14.3964,106.0451,21.7294,17.79,0.9645,Waning Crescent,False
2024-07-22,19:23:00,0.4235,Nautical Twilight,-7.7648,291.8619,-14.1686,106.0647,21.7386,17.79,0.9644,Waning Crescent,False
2024-07-22,19:24:00,0.4006,Nautical Twilight,-7.9937,291.9151,-13.9407,106.0845,21.7478,17.8,0.9644,Waning Crescent,False
2024-07-22,19:25:00,0.3777,Nautical Twilight,-8.2225,291.9686,-13.7129,106.1046,21.757,17.81,0.9644,Waning Crescent,False
